minority,female,ses,mathach,size,sector,SCHOOL,ses_mean,N_BREAK,CWCses
0,1,-.508,7.024,1313,0,3152,.0310384615384615,52,-.539038461538462
0,1,.332,12.152,1313,0,3152,.0310384615384615,52,.300961538461539
1,0,-.278,16.213,1313,0,3152,.0310384615384615,52,-.309038461538462
0,1,-.648,9.781,1313,0,3152,.0310384615384615,52,-.679038461538462
0,0,.202,-2.5,1313,0,3152,.0310384615384615,52,.170961538461538
0,0,-1.258,14.184,1313,0,3152,.0310384615384615,52,-1.28903846153846
0,1,-.168,-1.237,1313,0,3152,.0310384615384615,52,-.199038461538462
0,1,1.262,15.562,1313,0,3152,.0310384615384615,52,1.23096153846154
0,0,-1.128,9.519,1313,0,3152,.0310384615384615,52,-1.15903846153846
0,1,-.788,7.537,1313,0,3152,.0310384615384615,52,-.819038461538462
0,1,-.938,12.144,1313,0,3152,.0310384615384615,52,-.969038461538462
0,1,1.262,18.943,1313,0,3152,.0310384615384615,52,1.23096153846154
0,1,1.212,18.282,1313,0,3152,.0310384615384615,52,1.18096153846154
0,0,.822,11.922,2212,0,3332,.611473684210526,38,.210526315789474
0,1,.952,16.781,2212,0,3332,.611473684210526,38,.340526315789474
0,1,-.218,22.317,2212,0,3332,.611473684210526,38,-.829473684210526
0,0,1.292,23.054,2212,0,3332,.611473684210526,38,.680526315789474
0,1,.372,.996,2212,0,3332,.611473684210526,38,-.239473684210526
0,0,.292,13.306,2212,0,3332,.611473684210526,38,-.319473684210526
0,1,.532,21.848,2212,0,3332,.611473684210526,38,-.0794736842105263
0,1,.302,2.204,2212,0,3332,.611473684210526,38,-.309473684210526
0,1,-.468,12.782,2212,0,3332,.611473684210526,38,-1.07947368421053
0,1,.882,16.163,2212,0,3332,.611473684210526,38,.270526315789474
0,1,1.362,15.93,2212,0,3332,.611473684210526,38,.750526315789474
0,1,.752,19.805,2212,0,3332,.611473684210526,38,.140526315789474
0,0,-.178,23.054,2212,0,3332,.611473684210526,38,-.789473684210526
0,0,.532,22.661,2212,0,3332,.611473684210526,38,-.0794736842105263
0,0,-.328,11.461,2212,0,3332,.611473684210526,38,-.939473684210526
0,1,.062,6.246,2212,0,3332,.611473684210526,38,-.549473684210526
0,0,1.122,24.993,2212,0,3332,.611473684210526,38,.510526315789474
0,1,1.142,14.997,2212,0,3332,.611473684210526,38,.530526315789474
0,1,1.042,13.567,2212,0,3332,.611473684210526,38,.430526315789474
0,0,.832,22.856,2212,0,3332,.611473684210526,38,.220526315789474
0,0,1.362,10.06,2212,0,3332,.611473684210526,38,.750526315789474
0,1,-.188,5.719,2212,0,3332,.611473684210526,38,-.799473684210526
0,1,.022,7.341,2212,0,3332,.611473684210526,38,-.589473684210526
0,1,-.248,17.632,2212,0,3332,.611473684210526,38,-.859473684210526
0,1,.672,15.569,2212,0,3332,.611473684210526,38,.0605263157894738
0,1,.082,7.554,2212,0,3332,.611473684210526,38,-.529473684210526
0,1,.972,16.206,2212,0,3332,.611473684210526,38,.360526315789474
0,0,1.172,9.355,2212,0,3332,.611473684210526,38,.560526315789474
0,1,-.628,11.531,2212,0,3332,.611473684210526,38,-1.23947368421053
0,0,1.212,7.41,2212,0,3332,.611473684210526,38,.600526315789474
0,1,1.012,23.619,2212,0,3332,.611473684210526,38,.400526315789474
0,1,1.262,10.749,2212,0,3332,.611473684210526,38,.650526315789474
0,1,1.162,18.119,2212,0,3332,.611473684210526,38,.550526315789474
0,1,.762,22.896,2212,0,3332,.611473684210526,38,.150526315789474
0,0,.762,3.628,2212,0,3332,.611473684210526,38,.150526315789474
0,0,.882,13.063,2212,0,3332,.611473684210526,38,.270526315789474
0,0,1.342,13.033,2212,0,3332,.611473684210526,38,.730526315789474
0,1,.522,12.143,2212,0,3332,.611473684210526,38,-.0894736842105263
0,1,.582,8.879,1125,0,3351,.326102564102564,39,.255897435897436
0,1,1.372,6.98,1125,0,3351,.326102564102564,39,1.04589743589744
1,1,.372,6.652,1125,0,3351,.326102564102564,39,.0458974358974358
1,0,-.098,4.361,1125,0,3351,.326102564102564,39,-.424102564102564
1,0,-1.488,3.377,1125,0,3351,.326102564102564,39,-1.81410256410256
0,1,.262,13.294,1125,0,3351,.326102564102564,39,-.0641025641025642
1,0,-2.028,4.388,1125,0,3351,.326102564102564,39,-2.35410256410256
1,0,.832,4.972,1125,0,3351,.326102564102564,39,.505897435897436
0,1,.032,17.262,1125,0,3351,.326102564102564,39,-.294102564102564
1,0,.352,16.297,1125,0,3351,.326102564102564,39,.0258974358974358
0,1,.532,12.815,1125,0,3351,.326102564102564,39,.205897435897436
0,1,.982,13.233,1125,0,3351,.326102564102564,39,.655897435897436
0,0,-.188,24.301,1125,0,3351,.326102564102564,39,-.514102564102564
0,1,-.708,-.417,1125,0,3351,.326102564102564,39,-1.03410256410256
0,1,.932,13.276,1125,0,3351,.326102564102564,39,.605897435897436
1,1,.812,5.305,1125,0,3351,.326102564102564,39,.485897435897436
0,1,.592,2.781,1125,0,3351,.326102564102564,39,.265897435897436
0,0,1.422,13.188,1125,0,3351,.326102564102564,39,1.09589743589744
0,0,.892,14.7,1125,0,3351,.326102564102564,39,.565897435897436
0,0,1.212,21.054,1125,0,3351,.326102564102564,39,.885897435897436
0,0,1.392,12.381,1125,0,3351,.326102564102564,39,1.06589743589744
1,0,.342,22.616,1125,0,3351,.326102564102564,39,.0158974358974359
1,0,-.568,5.453,1125,0,3351,.326102564102564,39,-.894102564102564
0,0,1.142,6.41,1125,0,3351,.326102564102564,39,.815897435897436
0,0,-.798,14.87,1125,0,3351,.326102564102564,39,-1.12410256410256
0,1,-.018,15.227,1125,0,3351,.326102564102564,39,-.344102564102564
0,1,.672,-.598,1125,0,3351,.326102564102564,39,.345897435897436
0,0,.432,17.06,1125,0,3351,.326102564102564,39,.105897435897436
0,0,1.182,22.697,1125,0,3351,.326102564102564,39,.855897435897436
0,0,1.512,11.147,1125,0,3351,.326102564102564,39,1.18589743589744
0,1,.512,17.175,1125,0,3351,.326102564102564,39,.185897435897436
0,1,-.258,12.905,1125,0,3351,.326102564102564,39,-.584102564102564
0,0,-.278,14.594,1125,0,3351,.326102564102564,39,-.604102564102564
0,1,1.122,24.993,1125,0,3351,.326102564102564,39,.795897435897436
1,0,-.798,-1.095,1125,0,3351,.326102564102564,39,-1.12410256410256
0,0,.902,5.637,1125,0,3351,.326102564102564,39,.575897435897436
0,0,.512,20.708,1125,0,3351,.326102564102564,39,.185897435897436
1,0,-1.178,10.064,1125,0,3351,.326102564102564,39,-1.50410256410256
0,0,.222,8.2,1125,0,3351,.326102564102564,39,-.104102564102564
1,0,-.938,14.34,2031,0,3377,-.585333333333334,45,-.352666666666666
1,1,-1.188,5.271,2031,0,3377,-.585333333333334,45,-.602666666666666
1,0,-.628,6.933,2031,0,3377,-.585333333333334,45,-.0426666666666664
1,0,-.948,13.531,2031,0,3377,-.585333333333334,45,-.362666666666666
1,1,-.368,2.697,2031,0,3377,-.585333333333334,45,.217333333333334
1,0,-.448,12.221,2031,0,3377,-.585333333333334,45,.137333333333334
1,0,-.908,16.269,2031,0,3377,-.585333333333334,45,-.322666666666666
1,1,-.578,.155,2031,0,3377,-.585333333333334,45,.00733333333333364
1,0,-.918,18.275,2031,0,3377,-.585333333333334,45,-.332666666666666
1,1,-.788,2.066,2031,0,3377,-.585333333333334,45,-.202666666666666
1,1,-1.838,7.783,2031,0,3377,-.585333333333334,45,-1.25266666666667
1,1,-1.158,8.285,2031,0,3377,-.585333333333334,45,-.572666666666666
1,0,-1.248,7.378,2031,0,3377,-.585333333333334,45,-.662666666666666
1,0,-.128,5.227,2031,0,3377,-.585333333333334,45,.457333333333334
1,0,-.658,3.486,2031,0,3377,-.585333333333334,45,-.0726666666666664
1,1,.102,8.869,2031,0,3377,-.585333333333334,45,.687333333333334
0,0,.792,15.436,2031,0,3377,-.585333333333334,45,1.37733333333333
1,1,-.048,-2.832,2031,0,3377,-.585333333333334,45,.537333333333334
1,1,-.648,3.079,2031,0,3377,-.585333333333334,45,-.0626666666666664
1,1,-.488,6.659,2031,0,3377,-.585333333333334,45,.0973333333333336
1,0,-.718,21.669,2031,0,3377,-.585333333333334,45,-.132666666666666
1,1,-.688,19.026,2031,0,3377,-.585333333333334,45,-.102666666666666
1,0,1.092,2.322,2031,0,3377,-.585333333333334,45,1.67733333333333
0,1,-1.458,12.873,2031,0,3377,-.585333333333334,45,-.872666666666666
1,0,.232,10.538,2031,0,3377,-.585333333333334,45,.817333333333334
1,0,-.918,7.441,2031,0,3377,-.585333333333334,45,-.332666666666666
1,0,-.908,9.481,2031,0,3377,-.585333333333334,45,-.322666666666666
1,1,-1.438,23.116,2031,0,3377,-.585333333333334,45,-.852666666666666
1,0,-.138,1.155,2031,0,3377,-.585333333333334,45,.447333333333334
1,1,-.838,20.537,2031,0,3377,-.585333333333334,45,-.252666666666666
1,0,-.808,5.404,2031,0,3377,-.585333333333334,45,-.222666666666666
1,1,-1.088,-.704,2031,0,3377,-.585333333333334,45,-.502666666666666
1,1,-.268,19.052,2031,0,3377,-.585333333333334,45,.317333333333334
1,0,-.378,16.637,2031,0,3377,-.585333333333334,45,.207333333333334
1,0,-.388,14.117,2031,0,3377,-.585333333333334,45,.197333333333334
1,1,1.042,.114,2031,0,3377,-.585333333333334,45,1.62733333333333
1,1,-.768,14.413,2031,0,3377,-.585333333333334,45,-.182666666666666
1,0,-.088,4.82,2031,0,3377,-.585333333333334,45,.497333333333334
1,0,-1.858,5.888,2031,0,3377,-.585333333333334,45,-1.27266666666667
0,0,.462,17.617,2031,0,3377,-.585333333333334,45,1.04733333333333
1,0,-.498,-.227,2031,0,3377,-.585333333333334,45,.0873333333333336
1,0,-2.248,3.833,2031,0,3377,-.585333333333334,45,-1.66266666666667
1,1,-.178,10.298,2031,0,3377,-.585333333333334,45,.407333333333334
1,0,-.488,-.009,2031,0,3377,-.585333333333334,45,.0973333333333336
0,0,.022,18.863,2031,0,3377,-.585333333333334,45,.607333333333334
0,0,-.038,13.874,687,1,3427,.153020408163265,49,-.191020408163265
0,0,-.498,13.824,687,1,3427,.153020408163265,49,-.651020408163265
0,0,.422,19.372,687,1,3427,.153020408163265,49,.268979591836735
0,0,-.718,21.296,687,1,3427,.153020408163265,49,-.871020408163265
0,0,-.258,24.107,687,1,3427,.153020408163265,49,-.411020408163265
0,0,.062,20.232,687,1,3427,.153020408163265,49,-.0910204081632653
0,0,.632,24.401,687,1,3427,.153020408163265,49,.478979591836735
1,0,-.678,15.381,687,1,3427,.153020408163265,49,-.831020408163265
0,0,-.088,22.779,687,1,3427,.153020408163265,49,-.241020408163265
0,0,.862,13.774,687,1,3427,.153020408163265,49,.708979591836735
0,0,-.418,18.072,687,1,3427,.153020408163265,49,-.571020408163265
0,0,-.038,15.127,687,1,3427,.153020408163265,49,-.191020408163265
0,0,1.312,23.163,687,1,3427,.153020408163265,49,1.15897959183673
1,0,1.002,18.013,687,1,3427,.153020408163265,49,.848979591836735
0,0,.862,16.703,687,1,3427,.153020408163265,49,.708979591836735
0,0,-.268,19.561,687,1,3427,.153020408163265,49,-.421020408163265
0,0,1.312,22.245,687,1,3427,.153020408163265,49,1.15897959183673
0,0,.512,21.508,687,1,3427,.153020408163265,49,.358979591836735
0,0,-.418,15.642,687,1,3427,.153020408163265,49,-.571020408163265
0,0,.922,22.667,687,1,3427,.153020408163265,49,.768979591836735
0,0,.022,20.877,687,1,3427,.153020408163265,49,-.131020408163265
1,0,-.018,22.273,687,1,3427,.153020408163265,49,-.171020408163265
0,0,-.258,21.828,687,1,3427,.153020408163265,49,-.411020408163265
0,0,.432,24.993,687,1,3427,.153020408163265,49,.278979591836735
0,0,-.118,16.374,687,1,3427,.153020408163265,49,-.271020408163265
0,0,.622,16.622,687,1,3427,.153020408163265,49,.468979591836735
0,0,1.282,13.571,687,1,3427,.153020408163265,49,1.12897959183673
0,0,1.512,18.049,687,1,3427,.153020408163265,49,1.35897959183673
0,0,.062,20.784,687,1,3427,.153020408163265,49,-.0910204081632653
0,0,1.082,16.641,687,1,3427,.153020408163265,49,.928979591836735
1,0,-.298,17.28,687,1,3427,.153020408163265,49,-.451020408163265
1,0,-.158,21.872,687,1,3427,.153020408163265,49,-.311020408163265
0,0,-.298,24.812,687,1,3427,.153020408163265,49,-.451020408163265
0,0,-.048,22.801,687,1,3427,.153020408163265,49,-.201020408163265
0,0,.432,20.961,687,1,3427,.153020408163265,49,.278979591836735
1,0,-.908,20.786,687,1,3427,.153020408163265,49,-1.06102040816327
0,0,.672,20.621,687,1,3427,.153020408163265,49,.518979591836735
0,0,-1.288,21.444,687,1,3427,.153020408163265,49,-1.44102040816327
0,0,-.008,20.319,687,1,3427,.153020408163265,49,-.161020408163265
0,0,.422,21.038,687,1,3427,.153020408163265,49,.268979591836735
0,0,-.218,19.8,687,1,3427,.153020408163265,49,-.371020408163265
0,0,-.758,23.817,687,1,3427,.153020408163265,49,-.911020408163265
0,0,.792,23.83,687,1,3427,.153020408163265,49,.638979591836735
0,0,.482,23.09,687,1,3427,.153020408163265,49,.328979591836735
0,0,-1.318,19.606,687,1,3427,.153020408163265,49,-1.47102040816327
0,0,.172,21.378,687,1,3427,.153020408163265,49,.0189795918367346
0,0,.442,12.046,687,1,3427,.153020408163265,49,.288979591836735
0,0,-.168,24.147,687,1,3427,.153020408163265,49,-.321020408163265
0,0,.452,12.663,687,1,3427,.153020408163265,49,.298979591836735
0,1,1.152,4.259,388,1,3498,.659547169811321,53,.492452830188679
0,0,.702,14.653,388,1,3498,.659547169811321,53,.042452830188679
0,0,1.262,3.243,388,1,3498,.659547169811321,53,.602452830188679
0,1,-.078,13.372,388,1,3498,.659547169811321,53,-.737547169811321
0,0,.932,14.035,388,1,3498,.659547169811321,53,.272452830188679
0,0,1.512,16.807,388,1,3498,.659547169811321,53,.852452830188679
0,0,1.022,20.251,388,1,3498,.659547169811321,53,.362452830188679
0,0,.372,19.222,388,1,3498,.659547169811321,53,-.287547169811321
1,1,.902,18.402,388,1,3498,.659547169811321,53,.242452830188679
0,1,.892,13.488,388,1,3498,.659547169811321,53,.232452830188679
0,1,1.222,21.797,388,1,3498,.659547169811321,53,.562452830188679
0,0,-.088,13.707,388,1,3498,.659547169811321,53,-.747547169811321
0,1,.682,3.213,388,1,3498,.659547169811321,53,.0224528301886791
0,1,-1.088,19.8,388,1,3498,.659547169811321,53,-1.74754716981132
0,0,1.282,14.261,388,1,3498,.659547169811321,53,.622452830188679
0,1,.102,4.845,388,1,3498,.659547169811321,53,-.557547169811321
0,0,.532,13.094,388,1,3498,.659547169811321,53,-.127547169811321
0,1,1.182,21.444,388,1,3498,.659547169811321,53,.522452830188679
0,1,.982,21.035,388,1,3498,.659547169811321,53,.322452830188679
0,1,-.148,10.276,388,1,3498,.659547169811321,53,-.807547169811321
0,0,.602,19.268,388,1,3498,.659547169811321,53,-.057547169811321
0,1,.532,21.366,388,1,3498,.659547169811321,53,-.127547169811321
0,0,.272,20.514,388,1,3498,.659547169811321,53,-.387547169811321
0,1,.472,15.495,388,1,3498,.659547169811321,53,-.187547169811321
1,0,1.392,19.987,388,1,3498,.659547169811321,53,.732452830188679
0,0,.402,24.076,388,1,3498,.659547169811321,53,-.257547169811321
0,0,-.108,19.707,388,1,3498,.659547169811321,53,-.767547169811321
0,0,.762,15.019,388,1,3498,.659547169811321,53,.102452830188679
0,1,.572,18.704,388,1,3498,.659547169811321,53,-.087547169811321
0,0,1.422,20.707,388,1,3498,.659547169811321,53,.762452830188679
0,1,-.098,17.769,388,1,3498,.659547169811321,53,-.757547169811321
0,1,1.282,12.357,388,1,3498,.659547169811321,53,.622452830188679
0,1,1.082,21.051,388,1,3498,.659547169811321,53,.422452830188679
0,0,-.478,18.28,388,1,3498,.659547169811321,53,-1.13754716981132
0,1,.422,21.539,388,1,3498,.659547169811321,53,-.237547169811321
0,1,.042,17.922,388,1,3498,.659547169811321,53,-.617547169811321
1,0,.832,20.064,388,1,3498,.659547169811321,53,.172452830188679
0,0,.942,19.083,388,1,3498,.659547169811321,53,.282452830188679
0,1,.452,16.85,388,1,3498,.659547169811321,53,-.207547169811321
0,0,1.372,17.581,388,1,3498,.659547169811321,53,.712452830188679
0,1,.192,10.937,388,1,3498,.659547169811321,53,-.467547169811321
0,0,-.188,14.755,388,1,3498,.659547169811321,53,-.847547169811321
0,0,1.262,11.785,388,1,3498,.659547169811321,53,.602452830188679
0,0,.122,16.289,388,1,3498,.659547169811321,53,-.537547169811321
0,0,.062,19.958,388,1,3498,.659547169811321,53,-.597547169811321
0,0,1.142,19.68,388,1,3498,.659547169811321,53,.482452830188679
1,1,1.262,15.517,388,1,3498,.659547169811321,53,.602452830188679
0,1,.282,16.848,388,1,3498,.659547169811321,53,-.377547169811321
0,0,1.012,18.808,388,1,3498,.659547169811321,53,.352452830188679
0,0,.872,21.688,388,1,3498,.659547169811321,53,.212452830188679
0,1,.802,16.686,388,1,3498,.659547169811321,53,.142452830188679
0,0,1.122,7.007,388,1,3498,.659547169811321,53,.462452830188679
0,0,1.512,20.193,388,1,3498,.659547169811321,53,.852452830188679
1,1,.562,15.165,509,1,3499,.449894736842105,38,.112105263157895
1,1,.592,10.491,509,1,3499,.449894736842105,38,.142105263157895
0,1,-.748,7.605,509,1,3499,.449894736842105,38,-1.19789473684211
0,1,.792,17.419,509,1,3499,.449894736842105,38,.342105263157895
0,1,.502,23.294,509,1,3499,.449894736842105,38,.0521052631578947
0,1,1.342,20.432,509,1,3499,.449894736842105,38,.892105263157895
0,1,-.098,14.298,509,1,3499,.449894736842105,38,-.547894736842105
1,1,1.092,14.418,509,1,3499,.449894736842105,38,.642105263157895
0,0,.752,22.418,509,1,3499,.449894736842105,38,.302105263157895
1,1,.762,10.986,509,1,3499,.449894736842105,38,.312105263157895
0,1,.802,13.816,509,1,3499,.449894736842105,38,.352105263157895
0,0,.932,7.846,509,1,3499,.449894736842105,38,.482105263157895
1,1,.342,4.769,509,1,3499,.449894736842105,38,-.107894736842105
1,0,1.102,12.938,509,1,3499,.449894736842105,38,.652105263157895
1,0,-.278,9.513,509,1,3499,.449894736842105,38,-.727894736842105
1,0,.412,8.87,509,1,3499,.449894736842105,38,-.0378947368421053
1,0,.842,10.953,509,1,3499,.449894736842105,38,.392105263157895
0,0,-.138,16.741,509,1,3499,.449894736842105,38,-.587894736842105
0,1,-1.168,19.923,509,1,3499,.449894736842105,38,-1.61789473684211
0,0,1.182,4.237,509,1,3499,.449894736842105,38,.732105263157895
1,1,-.458,5.813,509,1,3499,.449894736842105,38,-.907894736842105
0,1,.562,22.468,509,1,3499,.449894736842105,38,.112105263157895
0,1,1.342,19.258,509,1,3499,.449894736842105,38,.892105263157895
0,1,.932,11.363,509,1,3499,.449894736842105,38,.482105263157895
0,0,.982,4.487,509,1,3499,.449894736842105,38,.532105263157895
1,1,.352,12.35,509,1,3499,.449894736842105,38,-.0978947368421053
0,1,.752,17.867,509,1,3499,.449894736842105,38,.302105263157895
0,1,-.028,15.259,509,1,3499,.449894736842105,38,-.477894736842105
1,0,.702,17.932,509,1,3499,.449894736842105,38,.252105263157895
1,1,.472,17.594,509,1,3499,.449894736842105,38,.0221052631578947
0,1,-.028,19.406,509,1,3499,.449894736842105,38,-.477894736842105
1,1,-.388,7.931,509,1,3499,.449894736842105,38,-.837894736842105
1,1,.732,10.527,509,1,3499,.449894736842105,38,.282105263157895
0,1,.192,12.543,509,1,3499,.449894736842105,38,-.257894736842105
1,0,-.238,4.48,509,1,3499,.449894736842105,38,-.687894736842105
1,0,-.688,12.47,509,1,3499,.449894736842105,38,-1.13789473684211
0,1,1.082,18.148,509,1,3499,.449894736842105,38,.632105263157895
0,0,1.242,8.48,509,1,3499,.449894736842105,38,.792105263157895
1,1,-.338,1.26,1015,1,3533,-.134458333333333,48,-.203541666666667
0,0,.132,23.168,1015,1,3533,-.134458333333333,48,.266458333333333
1,1,-.348,15.237,1015,1,3533,-.134458333333333,48,-.213541666666667
0,1,.482,2.21,1015,1,3533,-.134458333333333,48,.616458333333333
1,1,-.438,11.038,1015,1,3533,-.134458333333333,48,-.303541666666667
0,0,-.368,4.36,1015,1,3533,-.134458333333333,48,-.233541666666667
0,1,.252,-.06,1015,1,3533,-.134458333333333,48,.386458333333333
0,1,-.938,-2.142,1015,1,3533,-.134458333333333,48,-.803541666666667
1,1,-.148,2.913,1015,1,3533,-.134458333333333,48,-.0135416666666666
0,1,-.818,2.117,1015,1,3533,-.134458333333333,48,-.683541666666667
1,0,-.798,17.225,1015,1,3533,-.134458333333333,48,-.663541666666667
1,1,-.178,16.494,1015,1,3533,-.134458333333333,48,-.0435416666666666
1,0,.892,22.969,1015,1,3533,-.134458333333333,48,1.02645833333333
1,1,-.398,9.246,1015,1,3533,-.134458333333333,48,-.263541666666667
1,1,-.128,18.938,1015,1,3533,-.134458333333333,48,.00645833333333337
0,0,.922,16.73,1015,1,3533,-.134458333333333,48,1.05645833333333
0,1,.472,6.68,1015,1,3533,-.134458333333333,48,.606458333333333
0,1,.592,2.834,1015,1,3533,-.134458333333333,48,.726458333333333
0,0,-.588,8.753,1015,1,3533,-.134458333333333,48,-.453541666666667
0,0,-.798,8.167,1015,1,3533,-.134458333333333,48,-.663541666666667
1,1,-.838,5.383,1015,1,3533,-.134458333333333,48,-.703541666666667
0,1,.232,.432,1015,1,3533,-.134458333333333,48,.366458333333333
1,1,.442,17.449,1015,1,3533,-.134458333333333,48,.576458333333333
0,1,-.218,12.114,1015,1,3533,-.134458333333333,48,-.0835416666666666
0,1,-.438,16.069,1015,1,3533,-.134458333333333,48,-.303541666666667
1,0,.132,13.543,1015,1,3533,-.134458333333333,48,.266458333333333
0,0,.372,6.913,1015,1,3533,-.134458333333333,48,.506458333333333
1,0,-.538,17.55,1015,1,3533,-.134458333333333,48,-.403541666666667
1,1,.792,-2.582,1015,1,3533,-.134458333333333,48,.926458333333333
1,1,.182,-2.832,1015,1,3533,-.134458333333333,48,.316458333333333
0,1,-.208,4.25,1015,1,3533,-.134458333333333,48,-.0735416666666666
1,1,.422,8.456,1015,1,3533,-.134458333333333,48,.556458333333333
0,0,-1.158,18.417,1015,1,3533,-.134458333333333,48,-1.02354166666667
0,1,.472,13.957,1015,1,3533,-.134458333333333,48,.606458333333333
0,0,-.308,4.27,1015,1,3533,-.134458333333333,48,-.173541666666667
0,1,-.008,13.51,1015,1,3533,-.134458333333333,48,.126458333333333
0,1,-.418,10.121,1015,1,3533,-.134458333333333,48,-.283541666666667
0,0,-.218,17.361,1015,1,3533,-.134458333333333,48,-.0835416666666666
0,0,-.618,21.01,1015,1,3533,-.134458333333333,48,-.483541666666667
0,0,-.708,13.419,1015,1,3533,-.134458333333333,48,-.573541666666667
1,0,-.778,15.733,1015,1,3533,-.134458333333333,48,-.643541666666667
1,1,-.478,21.199,1015,1,3533,-.134458333333333,48,-.343541666666667
0,0,.472,9.87,1015,1,3533,-.134458333333333,48,.606458333333333
0,0,-.618,13.037,1015,1,3533,-.134458333333333,48,-.483541666666667
0,1,.622,18.261,1015,1,3533,-.134458333333333,48,.756458333333333
1,1,.532,14.916,1015,1,3533,-.134458333333333,48,.666458333333333
0,1,-.408,4.799,1015,1,3533,-.134458333333333,48,-.273541666666667
0,0,-.628,4.872,1015,1,3533,-.134458333333333,48,-.493541666666667
1,0,.632,12.164,1431,1,3610,.120125,64,.511875
0,1,.322,16.902,1431,1,3610,.120125,64,.201875
1,1,.492,14.908,1431,1,3610,.120125,64,.371875
0,0,-.108,17.915,1431,1,3610,.120125,64,-.228125
0,0,1.372,22.713,1431,1,3610,.120125,64,1.251875
0,1,.342,18.94,1431,1,3610,.120125,64,.221875
0,0,.942,14.811,1431,1,3610,.120125,64,.821875
0,1,-.078,21.734,1431,1,3610,.120125,64,-.198125
0,0,.852,22.293,1431,1,3610,.120125,64,.731875
1,1,.942,16.439,1431,1,3610,.120125,64,.821875
0,1,.012,17.522,1431,1,3610,.120125,64,-.108125
0,0,.722,22.384,1431,1,3610,.120125,64,.601875
1,0,-1.048,1.443,1431,1,3610,.120125,64,-1.168125
0,0,.452,14.46,1431,1,3610,.120125,64,.331875
0,0,.942,24.545,1431,1,3610,.120125,64,.821875
1,0,.502,14.387,1431,1,3610,.120125,64,.381875
0,1,-.448,15.053,1431,1,3610,.120125,64,-.568125
0,0,1.012,21.034,1431,1,3610,.120125,64,.891875
0,1,-.418,4.695,1431,1,3610,.120125,64,-.538125
0,0,-.078,11.691,1431,1,3610,.120125,64,-.198125
0,1,.432,14.63,1431,1,3610,.120125,64,.311875
0,0,.062,15.045,1431,1,3610,.120125,64,-.058125
0,1,-.488,16.854,1431,1,3610,.120125,64,-.608125
1,1,.272,17.409,1431,1,3610,.120125,64,.151875
1,1,-.548,3.005,1431,1,3610,.120125,64,-.668125
1,0,-.758,8.924,1431,1,3610,.120125,64,-.878125
0,1,.652,23.336,1431,1,3610,.120125,64,.531875
0,0,-.708,23.822,1431,1,3610,.120125,64,-.828125
0,0,-.658,6.207,1431,1,3610,.120125,64,-.778125
0,1,.472,18.111,1431,1,3610,.120125,64,.351875
0,1,-.578,22.813,1431,1,3610,.120125,64,-.698125
1,0,.842,8.622,1431,1,3610,.120125,64,.721875
0,0,.132,21.31,1431,1,3610,.120125,64,.011875
1,1,-.458,2.785,1431,1,3610,.120125,64,-.578125
0,0,-.648,14.759,1431,1,3610,.120125,64,-.768125
0,0,-.108,23.619,1431,1,3610,.120125,64,-.228125
0,0,-.548,11.267,1431,1,3610,.120125,64,-.668125
1,0,1.332,16.139,1431,1,3610,.120125,64,1.211875
0,0,.432,14.598,1431,1,3610,.120125,64,.311875
0,1,1.262,23.723,1431,1,3610,.120125,64,1.141875
1,1,-.678,8.565,1431,1,3610,.120125,64,-.798125
1,0,.792,15.896,1431,1,3610,.120125,64,.671875
0,1,.892,9.03,1431,1,3610,.120125,64,.771875
0,1,1.292,11.243,1431,1,3610,.120125,64,1.171875
1,1,-.398,8.633,1431,1,3610,.120125,64,-.518125
1,0,-.188,9.949,1431,1,3610,.120125,64,-.308125
0,0,-.228,20.863,1431,1,3610,.120125,64,-.348125
1,0,-.008,14.126,1431,1,3610,.120125,64,-.128125
0,0,.602,13.942,1431,1,3610,.120125,64,.481875
1,1,1.072,17.007,1431,1,3610,.120125,64,.951875
0,0,-.258,18.874,1431,1,3610,.120125,64,-.378125
0,0,-.488,5.228,1431,1,3610,.120125,64,-.608125
0,1,-.318,9.993,1431,1,3610,.120125,64,-.438125
0,0,-.038,13.301,1431,1,3610,.120125,64,-.158125
0,0,.042,16.428,1431,1,3610,.120125,64,-.078125
0,1,.092,19.533,1431,1,3610,.120125,64,-.028125
0,0,-.368,8.92,1431,1,3610,.120125,64,-.488125
0,1,-.408,9.762,1431,1,3610,.120125,64,-.528125
0,0,-.478,22.357,1431,1,3610,.120125,64,-.598125
0,1,-.248,21.776,1431,1,3610,.120125,64,-.368125
0,1,-.408,19.899,1431,1,3610,.120125,64,-.528125
1,1,.812,12.565,1431,1,3610,.120125,64,.691875
0,0,-.338,22.688,1431,1,3610,.120125,64,-.458125
1,1,-.808,19.128,1431,1,3610,.120125,64,-.928125
0,0,1.062,22.04,1137,0,3657,-.649176470588235,51,1.71117647058824
0,1,-1.258,2.832,1137,0,3657,-.649176470588235,51,-.608823529411765
0,0,-.068,21.136,1137,0,3657,-.649176470588235,51,.581176470588235
0,1,-.288,13.156,1137,0,3657,-.649176470588235,51,.361176470588235
0,1,.452,17.508,1137,0,3657,-.649176470588235,51,1.10117647058824
0,1,-.748,5.122,1137,0,3657,-.649176470588235,51,-.0988235294117648
0,1,-.478,7.147,1137,0,3657,-.649176470588235,51,.171176470588235
0,0,-.078,3.448,1137,0,3657,-.649176470588235,51,.571176470588235
